TWA\TWS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70
142;0;1.675;3.351;5.026;6.702;8.377;10.052;11.148;12.243;13.122;14;14.943;16.014;17.226;18.455;19.917;21.399;22.128;22.857;23.586;24.315;24.188;24.06;23.932;23.805;23.677;23.55;23.422;23.295;23.167;23.039;22.912;22.784;22.657;22.529;22.402;22.103;21.806;21.511;21.218;20.927;20.16;19.392;18.625;17.858;17.091;16.324;15.557;14.789;14.022;13.255;12.736;12.218;11.699;11.18;10.662;10.143;9.624;9.105;8.587;8.068;7.549;7.031;6.512;5.993;5.475;4.956;4.437;3.918;3.4;2.881
143;0;1.65;3.301;4.951;6.601;8.252;9.902;10.988;12.075;12.915;13.755;14.742;15.855;17.042;18.247;19.754;21.283;22.012;22.741;23.47;24.199;24.088;23.978;23.868;23.758;23.647;23.537;23.427;23.316;23.206;23.096;22.986;22.875;22.765;22.655;22.544;22.261;21.98;21.701;21.423;21.147;20.384;19.62;18.857;18.094;17.331;16.567;15.804;15.041;14.277;13.514;12.988;12.462;11.936;11.41;10.884;10.358;9.832;9.306;8.78;8.253;7.727;7.201;6.675;6.149;5.623;5.097;4.571;4.045;3.519;2.993
144;0;1.629;3.258;4.887;6.515;8.144;9.773;10.864;11.954;12.767;13.579;14.561;15.667;16.842;18.034;19.526;21.04;21.794;22.548;23.303;24.057;23.956;23.855;23.754;23.653;23.552;23.451;23.351;23.25;23.149;23.048;22.947;22.846;22.745;22.644;22.544;22.27;21.998;21.728;21.459;21.191;20.432;19.672;18.912;18.152;17.392;16.632;15.872;15.113;14.353;13.593;13.066;12.539;12.012;11.485;10.958;10.431;9.904;9.377;8.85;8.323;7.796;7.269;6.742;6.215;5.688;5.161;4.634;4.107;3.58;3.053
145;0;1.607;3.215;4.822;6.43;8.037;9.645;10.739;11.834;12.619;13.404;14.38;15.479;16.642;17.822;19.299;20.797;21.576;22.356;23.135;23.915;23.823;23.732;23.64;23.549;23.457;23.366;23.275;23.183;23.092;23;22.909;22.817;22.726;22.634;22.543;22.279;22.016;21.754;21.495;21.236;20.48;19.723;18.967;18.21;17.454;16.697;15.941;15.184;14.428;13.672;13.144;12.616;12.088;11.56;11.032;10.504;9.976;9.448;8.92;8.393;7.865;7.337;6.809;6.281;5.753;5.225;4.697;4.169;3.641;3.114
146;0;1.586;3.172;4.758;6.344;7.93;9.516;10.614;11.713;12.47;13.228;14.199;15.292;16.442;17.609;19.071;20.554;21.359;22.163;22.968;23.773;23.691;23.609;23.527;23.445;23.363;23.281;23.198;23.116;23.034;22.952;22.87;22.788;22.706;22.624;22.542;22.287;22.034;21.781;21.53;21.28;20.527;19.774;19.021;18.268;17.515;16.762;16.009;15.256;14.503;13.75;13.221;12.693;12.164;11.635;11.106;10.577;10.048;9.52;8.991;8.462;7.933;7.404;6.876;6.347;5.818;5.289;4.76;4.231;3.703;3.174
147;0;1.565;3.129;4.694;6.258;7.823;9.387;10.49;11.592;12.322;13.052;14.018;15.104;16.242;17.397;18.844;20.311;21.141;21.971;22.801;23.631;23.558;23.486;23.413;23.34;23.268;23.195;23.122;23.05;22.977;22.904;22.832;22.759;22.687;22.614;22.541;22.296;22.051;21.808;21.566;21.325;20.575;19.826;19.076;18.327;17.577;16.827;16.078;15.328;14.579;13.829;13.299;12.77;12.24;11.71;11.18;10.651;10.121;9.591;9.061;8.532;8.002;7.472;6.942;6.413;5.883;5.353;4.823;4.294;3.764;3.234
148;0;1.532;3.065;4.597;6.13;7.662;9.195;10.322;11.449;12.165;12.88;13.827;14.892;16.052;17.228;18.573;19.936;20.804;21.671;22.538;23.405;23.335;23.265;23.195;23.126;23.056;22.986;22.916;22.846;22.776;22.706;22.636;22.566;22.496;22.427;22.357;22.115;21.875;21.636;21.398;21.161;20.42;19.679;18.938;18.197;17.456;16.715;15.975;15.234;14.493;13.752;13.227;12.702;12.177;11.652;11.127;10.602;10.077;9.552;9.027;8.502;7.977;7.452;6.927;6.402;5.877;5.352;4.827;4.302;3.777;3.252
149;0;1.5;3.001;4.501;6.002;7.502;9.002;10.154;11.305;12.007;12.709;13.636;14.681;15.862;17.06;18.302;19.562;20.466;21.371;22.275;23.18;23.112;23.045;22.978;22.911;22.844;22.777;22.709;22.642;22.575;22.508;22.441;22.374;22.306;22.239;22.172;21.935;21.699;21.464;21.229;20.996;20.264;19.532;18.8;18.068;17.336;16.604;15.871;15.139;14.407;13.675;13.155;12.634;12.114;11.594;11.074;10.553;10.033;9.513;8.992;8.472;7.952;7.432;6.911;6.391;5.871;5.35;4.83;4.31;3.79;3.269
150;0;1.468;2.937;4.405;5.873;7.342;8.81;9.986;11.162;11.85;12.537;13.446;14.469;15.672;16.892;18.032;19.187;20.129;21.07;22.012;22.954;22.889;22.825;22.761;22.696;22.632;22.567;22.503;22.438;22.374;22.31;22.245;22.181;22.116;22.052;21.987;21.754;21.522;21.291;21.061;20.832;20.109;19.385;18.662;17.938;17.215;16.492;15.768;15.045;14.321;13.598;13.082;12.567;12.051;11.536;11.02;10.505;9.989;9.474;8.958;8.443;7.927;7.411;6.896;6.38;5.865;5.349;4.834;4.318;3.803;3.287
151;0;1.442;2.884;4.327;5.769;7.211;8.653;9.821;10.989;11.664;12.339;13.228;14.231;15.41;16.607;17.726;18.861;19.781;20.701;21.622;22.542;22.481;22.42;22.358;22.297;22.236;22.175;22.114;22.053;21.992;21.931;21.87;21.808;21.747;21.686;21.625;21.398;21.172;20.947;20.723;20.5;19.798;19.096;18.394;17.692;16.99;16.288;15.586;14.884;14.182;13.48;12.97;12.459;11.949;11.438;10.928;10.417;9.907;9.396;8.886;8.375;7.865;7.354;6.844;6.333;5.823;5.312;4.802;4.291;3.781;3.27
152;0;1.416;2.832;4.248;5.664;7.08;8.496;9.656;10.816;11.479;12.141;13.011;13.993;15.149;16.321;17.42;18.535;19.433;20.332;21.231;22.13;22.072;22.014;21.956;21.899;21.841;21.783;21.725;21.667;21.61;21.552;21.494;21.436;21.378;21.32;21.263;21.042;20.822;20.603;20.384;20.167;19.487;18.806;18.126;17.445;16.765;16.084;15.404;14.724;14.043;13.363;12.857;12.352;11.846;11.341;10.835;10.33;9.825;9.319;8.814;8.308;7.803;7.297;6.792;6.286;5.781;5.275;4.77;4.264;3.759;3.253
153;0;1.39;2.78;4.17;5.56;6.95;8.34;9.491;10.643;11.293;11.943;12.794;13.754;14.887;16.036;17.115;18.209;19.086;19.963;20.84;21.718;21.663;21.609;21.554;21.5;21.445;21.391;21.336;21.282;21.227;21.173;21.118;21.064;21.009;20.955;20.9;20.685;20.471;20.258;20.046;19.835;19.176;18.517;17.858;17.199;16.54;15.881;15.222;14.563;13.904;13.245;12.745;12.244;11.744;11.243;10.743;10.243;9.742;9.242;8.741;8.241;7.74;7.24;6.74;6.239;5.739;5.238;4.738;4.237;3.737;3.237
154;0;1.364;2.728;4.091;5.455;6.819;8.183;9.327;10.47;11.108;11.745;12.577;13.516;14.626;15.751;16.809;17.882;18.738;19.594;20.45;21.306;21.254;21.203;21.152;21.101;21.05;20.999;20.947;20.896;20.845;20.794;20.743;20.692;20.64;20.589;20.538;20.329;20.121;19.914;19.708;19.502;18.865;18.227;17.59;16.952;16.315;15.677;15.04;14.402;13.765;13.128;12.632;12.137;11.641;11.146;10.651;10.155;9.66;9.164;8.669;8.174;7.678;7.183;6.688;6.192;5.697;5.201;4.706;4.211;3.715;3.22
155;0;1.338;2.675;4.013;5.351;6.688;8.026;9.162;10.298;10.922;11.547;12.36;13.278;14.364;15.465;16.504;17.556;18.391;19.225;20.059;20.894;20.846;20.798;20.75;20.702;20.654;20.606;20.559;20.511;20.463;20.415;20.367;20.319;20.271;20.223;20.176;19.973;19.771;19.57;19.369;19.17;18.554;17.938;17.322;16.706;16.09;15.474;14.858;14.242;13.626;13.01;12.52;12.029;11.539;11.049;10.558;10.068;9.578;9.087;8.597;8.107;7.616;7.126;6.635;6.145;5.655;5.164;4.674;4.184;3.693;3.203
156;0;1.312;2.623;3.935;5.246;6.558;7.869;8.997;10.125;10.737;11.348;12.142;13.04;14.102;15.18;16.198;17.23;18.043;18.856;19.669;20.482;20.437;20.392;20.348;20.303;20.259;20.214;20.17;20.125;20.081;20.036;19.991;19.947;19.902;19.858;19.813;19.617;19.421;19.225;19.031;18.837;18.243;17.648;17.054;16.459;15.865;15.27;14.676;14.081;13.487;12.892;12.407;11.922;11.436;10.951;10.466;9.981;9.495;9.01;8.525;8.039;7.554;7.069;6.583;6.098;5.613;5.127;4.642;4.157;3.672;3.186
157;0;1.285;2.571;3.856;5.142;6.427;7.712;8.832;9.952;10.551;11.15;11.925;12.802;13.841;14.895;15.893;16.904;17.695;18.487;19.278;20.07;20.028;19.987;19.946;19.905;19.863;19.822;19.781;19.74;19.698;19.657;19.616;19.575;19.533;19.492;19.451;19.26;19.07;18.881;18.693;18.505;17.932;17.359;16.786;16.213;15.64;15.067;14.494;13.921;13.348;12.775;12.295;11.814;11.334;10.854;10.373;9.893;9.413;8.933;8.452;7.972;7.492;7.012;6.531;6.051;5.571;5.09;4.61;4.13;3.65;3.169
158;0;1.259;2.519;3.778;5.037;6.296;7.556;8.667;9.779;10.366;10.952;11.708;12.564;13.579;14.61;15.587;16.578;17.348;18.118;18.888;19.657;19.62;19.582;19.544;19.506;19.468;19.43;19.392;19.354;19.316;19.278;19.24;19.202;19.164;19.126;19.089;18.904;18.72;18.537;18.354;18.172;17.621;17.069;16.518;15.966;15.415;14.863;14.312;13.76;13.209;12.657;12.182;11.707;11.232;10.756;10.281;9.806;9.331;8.855;8.38;7.905;7.43;6.954;6.479;6.004;5.529;5.054;4.578;4.103;3.628;3.153
159;0;1.233;2.466;3.699;4.933;6.166;7.399;8.502;9.606;10.18;10.754;11.491;12.325;13.318;14.324;15.281;16.252;17;17.749;18.497;19.245;19.211;19.176;19.142;19.107;19.072;19.038;19.003;18.968;18.934;18.899;18.865;18.83;18.795;18.761;18.726;18.548;18.37;18.193;18.016;17.84;17.31;16.78;16.25;15.72;15.19;14.66;14.13;13.6;13.07;12.54;12.069;11.599;11.129;10.659;10.189;9.718;9.248;8.778;8.308;7.838;7.368;6.897;6.427;5.957;5.487;5.017;4.546;4.076;3.606;3.136
160;0;1.207;2.414;3.621;4.828;6.035;7.242;8.338;9.433;9.995;10.556;11.274;12.087;13.056;14.039;14.976;15.926;16.652;17.379;18.106;18.833;18.802;18.771;18.739;18.708;18.677;18.646;18.614;18.583;18.552;18.52;18.489;18.458;18.426;18.395;18.364;18.191;18.02;17.848;17.677;17.507;16.999;16.49;15.981;15.473;14.965;14.456;13.948;13.439;12.931;12.422;11.957;11.492;11.027;10.561;10.096;9.631;9.166;8.701;8.236;7.771;7.305;6.84;6.375;5.91;5.445;4.98;4.514;4.049;3.584;3.119
161;0;1.181;2.362;3.543;4.723;5.904;7.085;8.173;9.26;9.809;10.358;11.056;11.84;12.775;13.722;14.625;15.539;16.242;16.945;17.648;18.35;18.323;18.295;18.267;18.239;18.211;18.183;18.155;18.127;18.1;18.072;18.044;18.016;17.988;17.96;17.932;17.78;17.628;17.476;17.325;17.175;16.687;16.2;15.713;15.226;14.739;14.252;13.765;13.278;12.791;12.304;11.844;11.384;10.924;10.464;10.004;9.544;9.084;8.624;8.163;7.703;7.243;6.783;6.323;5.863;5.403;4.943;4.483;4.022;3.562;3.102
162;0;1.155;2.309;3.464;4.619;5.774;6.928;8.008;9.087;9.624;10.16;10.839;11.593;12.494;13.405;14.276;15.156;15.834;16.513;17.192;17.871;17.846;17.822;17.797;17.773;17.748;17.724;17.699;17.675;17.65;17.626;17.601;17.577;17.552;17.528;17.503;17.371;17.238;17.106;16.974;16.842;16.376;15.911;15.445;14.98;14.514;14.049;13.583;13.118;12.652;12.187;11.732;11.277;10.822;10.367;9.911;9.456;9.001;8.546;8.091;7.636;7.181;6.726;6.271;5.816;5.361;4.906;4.451;3.996;3.54;3.085
163;0;1.129;2.257;3.386;4.514;5.643;6.772;7.843;8.914;9.438;9.962;10.622;11.346;12.214;13.09;13.928;14.775;15.43;16.084;16.739;17.394;17.373;17.352;17.331;17.31;17.289;17.267;17.246;17.225;17.204;17.183;17.162;17.141;17.12;17.098;17.077;16.963;16.85;16.736;16.623;16.51;16.065;15.621;15.177;14.733;14.289;13.845;13.401;12.957;12.513;12.069;11.619;11.169;10.719;10.269;9.819;9.369;8.919;8.469;8.019;7.569;7.119;6.669;6.219;5.769;5.319;4.869;4.419;3.969;3.519;3.069
164;0;1.102;2.205;3.307;4.41;5.512;6.615;7.678;8.741;9.253;9.764;10.405;11.099;11.934;12.777;13.583;14.396;15.027;15.658;16.29;16.921;16.903;16.885;16.867;16.85;16.832;16.814;16.796;16.779;16.761;16.743;16.725;16.707;16.69;16.672;16.654;16.558;16.463;16.367;16.272;16.177;15.754;15.332;14.909;14.487;14.064;13.642;13.219;12.797;12.374;11.952;11.507;11.062;10.617;10.172;9.727;9.282;8.837;8.392;7.947;7.502;7.057;6.612;6.167;5.722;5.277;4.832;4.387;3.942;3.497;3.052
165;0;1.076;2.153;3.229;4.305;5.382;6.458;7.513;8.569;9.067;9.566;10.188;10.853;11.656;12.465;13.239;14.02;14.628;15.235;15.843;16.451;16.436;16.422;16.407;16.393;16.378;16.364;16.349;16.335;16.32;16.306;16.292;16.277;16.263;16.248;16.234;16.156;16.078;16;15.922;15.845;15.443;15.042;14.641;14.24;13.839;13.438;13.037;12.636;12.235;11.834;11.394;10.954;10.514;10.074;9.634;9.194;8.754;8.314;7.874;7.435;6.995;6.555;6.115;5.675;5.235;4.795;4.355;3.915;3.475;3.035
166;0;1.05;2.1;3.151;4.201;5.251;6.301;7.348;8.396;8.882;9.367;9.971;10.608;11.378;12.154;12.898;13.646;14.231;14.815;15.399;15.984;15.972;15.961;15.95;15.939;15.928;15.917;15.905;15.894;15.883;15.872;15.861;15.85;15.838;15.827;15.816;15.755;15.694;15.633;15.573;15.512;15.132;14.753;14.373;13.994;13.614;13.235;12.855;12.476;12.096;11.716;11.281;10.847;10.412;9.977;9.542;9.107;8.672;8.237;7.802;7.367;6.932;6.497;6.063;5.628;5.193;4.758;4.323;3.888;3.453;3.018
167;0;1.024;2.048;3.072;4.096;5.12;6.144;7.184;8.223;8.696;9.169;9.753;10.362;11.102;11.844;12.558;13.275;13.836;14.397;14.959;15.52;15.512;15.504;15.496;15.488;15.48;15.472;15.464;15.456;15.449;15.441;15.433;15.425;15.417;15.409;15.401;15.357;15.312;15.268;15.224;15.18;14.821;14.463;14.105;13.747;13.389;13.031;12.673;12.315;11.957;11.599;11.169;10.739;10.309;9.879;9.449;9.02;8.59;8.16;7.73;7.3;6.87;6.44;6.01;5.581;5.151;4.721;4.291;3.861;3.431;3.001
168;0;0.998;1.996;2.994;3.992;4.99;5.988;7.019;8.05;8.511;8.971;9.536;10.117;10.826;11.536;12.22;12.907;13.445;13.983;14.521;15.059;15.054;15.05;15.045;15.04;15.036;15.031;15.026;15.022;15.017;15.012;15.008;15.003;14.998;14.994;14.989;14.961;14.932;14.904;14.875;14.847;14.51;14.174;13.837;13.501;13.164;12.828;12.491;12.154;11.818;11.481;11.056;10.632;10.207;9.782;9.357;8.932;8.507;8.083;7.658;7.233;6.808;6.383;5.958;5.534;5.109;4.684;4.259;3.834;3.409;2.985
169;0;0.972;1.944;2.915;3.887;4.859;5.831;6.854;7.877;8.325;8.773;9.319;9.873;10.551;11.229;11.885;12.541;13.056;13.571;14.086;14.601;14.6;14.598;14.597;14.596;14.594;14.593;14.591;14.59;14.588;14.587;14.586;14.584;14.583;14.581;14.58;14.567;14.554;14.541;14.528;14.515;14.199;13.884;13.569;13.254;12.939;12.624;12.309;11.994;11.679;11.364;10.944;10.524;10.104;9.684;9.265;8.845;8.425;8.005;7.585;7.166;6.746;6.326;5.906;5.487;5.067;4.647;4.227;3.807;3.388;2.968
170;0;0.946;1.891;2.837;3.783;4.728;5.674;6.689;7.704;8.14;8.575;9.102;9.629;10.276;10.924;11.551;12.177;12.67;13.162;13.655;14.147;14.149;14.151;14.152;14.154;14.156;14.158;14.159;14.161;14.163;14.165;14.166;14.168;14.17;14.172;14.173;14.175;14.177;14.179;14.18;14.182;13.888;13.595;13.301;13.008;12.714;12.42;12.127;11.833;11.54;11.246;10.831;10.417;10.002;9.587;9.172;8.757;8.343;7.928;7.513;7.099;6.684;6.269;5.854;5.44;5.025;4.61;4.195;3.781;3.366;2.951
171;0;0.92;1.839;2.759;3.678;4.598;5.517;6.524;7.531;7.954;8.377;8.885;9.392;10.019;10.645;11.254;11.863;12.335;12.807;13.279;13.751;13.756;13.761;13.766;13.771;13.775;13.78;13.785;13.79;13.795;13.8;13.805;13.81;13.815;13.82;13.825;13.83;13.835;13.84;13.845;13.849;13.577;13.305;13.033;12.761;12.489;12.217;11.945;11.673;11.401;11.128;10.719;10.309;9.899;9.49;9.08;8.67;8.26;7.851;7.441;7.031;6.622;6.212;5.802;5.392;4.983;4.573;4.163;3.754;3.344;2.934
172;0;0.893;1.787;2.68;3.574;4.467;5.36;6.359;7.358;7.769;8.179;8.667;9.156;9.761;10.367;10.958;11.55;12.001;12.452;12.903;13.355;13.363;13.371;13.379;13.387;13.395;13.403;13.411;13.42;13.428;13.436;13.444;13.452;13.46;13.468;13.476;13.485;13.493;13.501;13.509;13.517;13.266;13.016;12.765;12.515;12.264;12.013;11.763;11.512;11.261;11.011;10.606;10.201;9.797;9.392;8.987;8.583;8.178;7.773;7.369;6.964;6.559;6.155;5.75;5.345;4.941;4.536;4.131;3.727;3.322;2.917
173;0;0.867;1.735;2.602;3.469;4.336;5.204;6.194;7.185;7.583;7.981;8.45;8.92;9.504;10.088;10.662;11.236;11.667;12.097;12.528;12.958;12.97;12.981;12.992;13.004;13.015;13.026;13.038;13.049;13.06;13.071;13.083;13.094;13.105;13.117;13.128;13.139;13.151;13.162;13.173;13.185;12.955;12.726;12.497;12.268;12.039;11.81;11.581;11.351;11.122;10.893;10.494;10.094;9.694;9.295;8.895;8.495;8.096;7.696;7.297;6.897;6.497;6.098;5.698;5.298;4.899;4.499;4.099;3.7;3.3;2.901
174;0;0.841;1.682;2.523;3.365;4.206;5.047;6.03;7.012;7.398;7.783;8.233;8.684;9.247;9.81;10.366;10.923;11.333;11.742;12.152;12.562;12.577;12.591;12.606;12.62;12.635;12.649;12.664;12.678;12.693;12.707;12.722;12.736;12.751;12.765;12.78;12.794;12.809;12.823;12.838;12.852;12.644;12.437;12.229;12.021;11.814;11.606;11.399;11.191;10.983;10.776;10.381;9.986;9.592;9.197;8.803;8.408;8.013;7.619;7.224;6.83;6.435;6.041;5.646;5.251;4.857;4.462;4.068;3.673;3.278;2.884
175;0;0.815;1.63;2.445;3.26;4.075;4.89;5.865;6.84;7.212;7.585;8.016;8.447;8.989;9.531;10.07;10.609;10.998;11.388;11.777;12.166;12.184;12.201;12.219;12.237;12.254;12.272;12.29;12.307;12.325;12.343;12.36;12.378;12.396;12.413;12.431;12.449;12.466;12.484;12.502;12.519;12.333;12.147;11.961;11.775;11.589;11.403;11.216;11.03;10.844;10.658;10.268;9.879;9.489;9.1;8.71;8.321;7.931;7.542;7.152;6.763;6.373;5.983;5.594;5.204;4.815;4.425;4.036;3.646;3.257;2.867
176;0;0.789;1.578;2.367;3.155;3.944;4.733;5.7;6.667;7.026;7.386;7.799;8.211;8.732;9.252;9.774;10.295;10.664;11.033;11.401;11.77;11.791;11.812;11.832;11.853;11.874;11.895;11.916;11.937;11.958;11.978;11.999;12.02;12.041;12.062;12.083;12.104;12.124;12.145;12.166;12.187;12.022;11.858;11.693;11.528;11.364;11.199;11.034;10.87;10.705;10.54;10.156;9.771;9.387;9.002;8.618;8.233;7.849;7.464;7.08;6.695;6.311;5.926;5.542;5.157;4.773;4.388;4.004;3.619;3.235;2.85
177;0;0.763;1.525;2.288;3.051;3.814;4.576;5.535;6.494;6.841;7.188;7.582;7.975;8.474;8.974;9.478;9.982;10.33;10.678;11.026;11.374;11.398;11.422;11.446;11.47;11.494;11.518;11.542;11.566;11.59;11.614;11.638;11.662;11.686;11.71;11.734;11.758;11.782;11.806;11.83;11.855;11.711;11.568;11.425;11.282;11.139;10.995;10.852;10.709;10.566;10.423;10.043;9.664;9.284;8.905;8.525;8.146;7.767;7.387;7.008;6.628;6.249;5.869;5.49;5.11;4.731;4.351;3.972;3.592;3.213;2.833
178;0;0.737;1.473;2.21;2.946;3.683;4.42;5.37;6.321;6.656;6.99;7.364;7.739;8.217;8.695;9.182;9.668;9.996;10.323;10.65;10.977;11.005;11.032;11.059;11.086;11.114;11.141;11.168;11.195;11.222;11.25;11.277;11.304;11.331;11.359;11.386;11.413;11.44;11.468;11.495;11.522;11.4;11.279;11.157;11.035;10.914;10.792;10.67;10.549;10.427;10.305;9.931;9.556;9.182;8.807;8.433;8.059;7.684;7.31;6.935;6.561;6.186;5.812;5.438;5.063;4.689;4.314;3.94;3.565;3.191;2.817
179;0;0.71;1.421;2.131;2.842;3.552;4.263;5.205;6.148;6.47;6.792;7.147;7.502;7.959;8.417;8.886;9.355;9.661;9.968;10.275;10.581;10.612;10.642;10.672;10.703;10.733;10.764;10.794;10.825;10.855;10.885;10.916;10.946;10.977;11.007;11.037;11.068;11.098;11.129;11.159;11.189;11.089;10.989;10.889;10.789;10.689;10.588;10.488;10.388;10.288;10.188;9.818;9.449;9.079;8.71;8.341;7.971;7.602;7.232;6.863;6.494;6.124;5.755;5.386;5.016;4.647;4.277;3.908;3.539;3.169;2.8
180;0;0.684;1.369;2.053;2.737;3.422;4.106;5.041;5.975;6.284;6.594;6.93;7.266;7.702;8.138;8.59;9.041;9.327;9.613;9.899;10.185;10.219;10.252;10.286;10.319;10.353;10.387;10.42;10.454;10.487;10.521;10.555;10.588;10.622;10.655;10.689;10.723;10.756;10.79;10.823;10.857;10.778;10.7;10.621;10.542;10.464;10.385;10.306;10.227;10.149;10.07;9.706;9.341;8.977;8.613;8.248;7.884;7.52;7.155;6.791;6.427;6.062;5.698;5.333;4.969;4.605;4.24;3.876;3.512;3.147;2.783
